Mean,Variance
147.66666666666666,0.22222222222222224
141.0,0.6666666666666666
138.33333333333334,0.8888888888888888
255.0,0.0
147.66666666666666,0.22222222222222224
141.66666666666666,1.5555555555555556
139.33333333333334,2.8888888888888893
255.0,0.0
147.33333333333334,0.22222222222222224
141.0,0.6666666666666666
138.33333333333334,2.8888888888888893
255.0,0.0
147.33333333333334,0.22222222222222224
141.0,0.6666666666666666
138.33333333333334,2.8888888888888893
255.0,0.0
147.33333333333334,0.22222222222222224
140.66666666666666,0.22222222222222224
138.0,2.0
255.0,0.0
147.66666666666666,0.22222222222222224
141.66666666666666,0.22222222222222224
139.0,2.0
255.0,0.0
147.0,0.0
140.66666666666666,0.22222222222222224
138.0,0.6666666666666666
255.0,0.0
147.33333333333334,0.22222222222222224
141.66666666666666,0.22222222222222224
138.66666666666666,1.5555555555555556
255.0,0.0
146.66666666666666,0.22222222222222224
141.0,0.0
138.0,0.6666666666666666
255.0,0.0
147.0,0.0
140.66666666666666,0.22222222222222224
138.33333333333334,0.8888888888888888
255.0,0.0
147.0,0.0
141.0,0.0
138.0,0.6666666666666666
255.0,0.0
147.0,0.0
141.0,0.0
137.66666666666666,0.22222222222222224
255.0,0.0
146.66666666666666,0.22222222222222224
140.66666666666666,0.22222222222222224
137.0,0.6666666666666666
255.0,0.0
146.0,0.6666666666666666
140.33333333333334,0.22222222222222224
138.0,0.6666666666666666
255.0,0.0
146.0,0.6666666666666666
140.66666666666666,0.22222222222222224
138.0,0.6666666666666666
255.0,0.0
145.33333333333334,0.22222222222222224
140.33333333333334,0.22222222222222224
138.33333333333334,0.22222222222222224
255.0,0.0
145.33333333333334,0.22222222222222224
140.33333333333334,0.22222222222222224
138.33333333333334,0.22222222222222224
255.0,0.0
144.66666666666666,0.22222222222222224
140.33333333333334,0.22222222222222224
137.33333333333334,0.22222222222222224
255.0,0.0
145.0,0.0
140.33333333333334,0.22222222222222224
138.0,0.0
255.0,0.0
145.0,0.0
140.33333333333334,0.22222222222222224
138.0,0.0
255.0,0.0
145.0,0.0
140.33333333333334,0.22222222222222224
137.33333333333334,0.22222222222222224
255.0,0.0
146.0,0.6666666666666666
141.0,0.0
137.33333333333334,0.22222222222222224
255.0,0.0
145.0,0.6666666666666666
140.33333333333334,0.22222222222222224
137.0,0.0
255.0,0.0
146.0,0.0
141.0,0.0
137.33333333333334,0.22222222222222224
255.0,0.0
147.0,0.0
141.33333333333334,0.22222222222222224
138.0,0.0
255.0,0.0
146.0,0.0
140.66666666666666,0.22222222222222224
137.0,0.0
255.0,0.0
146.33333333333334,0.22222222222222224
140.66666666666666,0.22222222222222224
137.66666666666666,0.22222222222222224
255.0,0.0
146.33333333333334,0.22222222222222224
141.0,0.0
137.33333333333334,0.22222222222222224
255.0,0.0
146.33333333333334,0.22222222222222224
141.66666666666666,0.22222222222222224
137.33333333333334,0.22222222222222224
255.0,0.0
146.33333333333334,0.22222222222222224
141.66666666666666,0.22222222222222224
137.33333333333334,0.22222222222222224
255.0,0.0
148.0,0.0
142.66666666666666,0.22222222222222224
138.0,0.0
255.0,0.0
148.33333333333334,0.22222222222222224
143.33333333333334,0.22222222222222224
138.33333333333334,0.22222222222222224
255.0,0.0
148.0,0.0
143.0,0.0
136.66666666666666,0.8888888888888888
255.0,0.0
149.0,0.6666666666666666
143.0,0.0
136.0,2.0
255.0,0.0
149.0,0.6666666666666666
143.0,0.0
136.0,2.0
255.0,0.0
149.66666666666666,0.22222222222222224
143.66666666666666,0.22222222222222224
135.66666666666666,2.8888888888888893
255.0,0.0
149.66666666666666,0.22222222222222224
144.0,0.0
134.66666666666666,0.8888888888888888
255.0,0.0
149.0,0.0
142.0,0.0
129.66666666666666,0.22222222222222224
255.0,0.0
148.0,0.0
138.66666666666666,0.22222222222222224
122.0,0.0
255.0,0.0
148.0,0.0
137.66666666666666,0.22222222222222224
119.66666666666667,0.2222222222222222
255.0,0.0
148.33333333333334,0.22222222222222224
140.0,2.0
123.0,8.0
255.0,0.0
148.33333333333334,0.22222222222222224
140.0,2.0
123.0,8.0
255.0,0.0
149.66666666666666,0.8888888888888888
142.33333333333334,3.555555555555556
